"group","@id","rfds:label","rdfs:comment","rdfs:label.zh-cn","rdfs:comment.zh-cn"
"type","http://schema.org/JewelryStore",,"A jewelry store.","珠宝店","珠宝店"
"type","http://schema.org/JobPosting",,"A listing that describes a job opening in a certain organization.","招聘公告","一个机构给出的需要工作岗位列表
       Subclass of: Intangible
    "
"type","http://schema.org/JoinAction",,"<p>An agent joins an event/group with participants/friends at a location.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/RegisterAction"">RegisterAction</a>: Unlike RegisterAction, JoinAction refers to joining a group/team of people.</li>
<li><a class=""localLink"" href=""http://schema.org/SubscribeAction"">SubscribeAction</a>: Unlike SubscribeAction, JoinAction does not imply that you'll be receiving updates.</li>
<li><a class=""localLink"" href=""http://schema.org/FollowAction"">FollowAction</a>: Unlike FollowAction, JoinAction does not imply that you'll be polling for updates.</li>
</ul>
",,
"type","http://schema.org/LakeBodyOfWater",,"A lake (for example, Lake Pontrachain).",,
"type","http://schema.org/Landform",,"A landform or physical feature.  Landform elements include mountains, plains, lakes, rivers, seascape and oceanic waterbody interface features such as bays, peninsulas, seas and so forth, including sub-aqueous terrain features such as submersed mountain ranges, volcanoes, and the great ocean basins.","地貌","泛指地形，地貌。例如 山，平原，河流，湖泊"
"type","http://schema.org/LandmarksOrHistoricalBuildings",,"An historical landmark or building.","历史名胜建筑","历史地标性建筑"
"type","http://schema.org/Language",,"Natural languages such as Spanish, Tamil, Hindi, English, etc. Formal language code tags expressed in <a href=""https://en.wikipedia.org/wiki/IETF_language_tag"">BCP 47</a> can be used via the <a class=""localLink"" href=""http://schema.org/alternateName"">alternateName</a> property. The Language type previously also covered programming languages such as Scheme and Lisp, which are now best represented using <a class=""localLink"" href=""http://schema.org/ComputerLanguage"">ComputerLanguage</a>.","语言","包括 西班牙语，英语，汉语，印度语 等自然语言，也包括lisp，python 等程序设计语言"
"type","http://schema.org/LeaveAction",,"<p>An agent leaves an event / group with participants/friends at a location.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/JoinAction"">JoinAction</a>: The antonym of LeaveAction.</li>
<li><a class=""localLink"" href=""http://schema.org/UnRegisterAction"">UnRegisterAction</a>: Unlike UnRegisterAction, LeaveAction implies leaving a group/team of people rather than a service.</li>
</ul>
",,
"type","http://schema.org/LegalService",,"A LegalService is a business that provides legally-oriented services, advice and representation, e.g. law firms.</p>

<p>As a <a class=""localLink"" href=""http://schema.org/LocalBusiness"">LocalBusiness</a> it can be described as a <a class=""localLink"" href=""http://schema.org/provider"">provider</a> of one or more <a class=""localLink"" href=""http://schema.org/Service"">Service</a>(s).",,
"type","http://schema.org/LegislativeBuilding",,"A legislative building&#x2014;for example, the state capitol.","立法机构建筑","立法机构的建筑&#x2014;比如 市政府"
"type","http://schema.org/LendAction",,"<p>The act of providing an object under an agreement that it will be returned at a later date. Reciprocal of BorrowAction.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/BorrowAction"">BorrowAction</a>: Reciprocal of LendAction.</li>
</ul>
",,
"type","http://schema.org/Library",,"A library.","图书馆","图书馆"
"type","http://schema.org/LikeAction",,"The act of expressing a positive sentiment about the object. An agent likes an object (a proposition, topic or theme) with participants.",,
"type","http://schema.org/LiquorStore",,"A shop that sells alcoholic drinks such as wine, beer, whisky and other spirits.","酒类商店","酒类商店"
"type","http://schema.org/ListItem",,"An list item, e.g. a step in a checklist or how-to description.",,
"type","http://schema.org/ListenAction",,"The act of consuming audio content.",,
"type","http://schema.org/LiteraryEvent",,"Event type: Literary event.","文学事件","事件类型:文学事件"
"type","http://schema.org/LiveBlogPosting",,"A blog post intended to provide a rolling textual coverage of an ongoing event through continuous updates.",,
"type","http://schema.org/LoanOrCredit",,"A financial product for the loaning of an amount of money under agreed terms and charges.",,
"type","http://schema.org/LocalBusiness",,"A particular physical business or branch of an organization. Examples of LocalBusiness include a restaurant, a particular branch of a restaurant chain, a branch of a bank, a medical practice, a club, a bowling alley, etc.","本地商业","服务于某一区域的（分支）机构，比如一个连锁餐馆的某一个分店，或者一个银行，俱乐部等. "
"type","http://schema.org/LocationFeatureSpecification",,"Specifies a location feature by providing a structured value representing a feature of an accommodation as a property-value pair of varying degrees of formality.",,
"type","http://schema.org/LockerDelivery",,"A DeliveryMethod in which an item is made available via locker.",,
"type","http://schema.org/Locksmith",,"A locksmith.","锁匠","锁匠"
"type","http://schema.org/LodgingBusiness",,"A lodging business, such as a motel, hotel, or inn.","宾馆服务","宾馆服务，例如 汽车旅馆，旅店等"
"type","http://schema.org/LodgingReservation",,"A reservation for lodging at a hotel, motel, inn, etc.</p>

<p>Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations.",,
"type","http://schema.org/LoseAction",,"The act of being defeated in a competitive activity.",,
"type","http://schema.org/Map",,"A map.","地图","地图"
"type","http://schema.org/MapCategoryType",,"An enumeration of several kinds of Map.",,
"type","http://schema.org/MarryAction",,"The act of marrying a person.",,
"type","http://schema.org/Mass",,"Properties that take Mass as values are of the form '&lt;Number&gt; &lt;Mass unit of measure&gt;'. E.g., '7 kg'.","质量","以质量为值的属性，格式形如'&lt;数字&gt; &lt;质量单位&gt;'. E.g., '7 kg'"
"type","http://schema.org/MediaObject",,"A media object, such as an image, video, or audio object embedded in a web page or a downloadable dataset i.e. DataDownload. Note that a creative work may have many media objects associated with it on the same web page. For example, a page about a single song (MusicRecording) may have a music video (VideoObject), and a high and low bandwidth audio stream (2 AudioObject's).","媒体对象",
"type","http://schema.org/MedicalOrganization",,"A medical organization (physical or not), such as hospital, institution or clinic.","医疗机构","医疗机构，如诊所或急救中心"
"type","http://schema.org/MeetingRoom",,"A meeting room, conference room, or conference hall is a room provided for singular events such as business conferences and meetings (Source: Wikipedia, the free encyclopedia, see <a href=""http://en.wikipedia.org/wiki/Conference_hall"">http://en.wikipedia.org/wiki/Conference_hall</a>).
<br /><br />
See also the <a href=""/docs/hotels.html"">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>.",,
"type","http://schema.org/MensClothingStore",,"A men's clothing store.","男装店","男装店"
"type","http://schema.org/Menu",,"A structured representation of food or drink items available from a FoodEstablishment.",,
"type","http://schema.org/MenuItem",,"A food or drink item listed in a menu or menu section.",,
"type","http://schema.org/MenuSection",,"A sub-grouping of food or drink items in a menu. E.g. courses (such as 'Dinner', 'Breakfast', etc.), specific type of dishes (such as 'Meat', 'Vegan', 'Drinks', etc.), or some other classification made by the menu provider.",,
"type","http://schema.org/Message",,"A single message from a sender to one or more organizations or people.",,
"type","http://schema.org/MiddleSchool",,"A middle school (typically for children aged around 11-14, although this varies somewhat).","中学","中学"
"type","http://schema.org/MobileApplication",,"A software application designed specifically to work well on a mobile device such as a telephone.","移动应用","移动应用软件"
"type","http://schema.org/MobilePhoneStore",,"A store that sells mobile phones and related accessories.","手机店","手机店"
"type","http://schema.org/MonetaryAmount",,"A monetary value or range. This type can be used to describe an amount of money such as $50 USD, or a range as in describing a bank account being suitable for a balance between £1,000 and £1,000,000 GBP, or the value of a salary, etc. It is recommended to use <a class=""localLink"" href=""http://schema.org/PriceSpecification"">PriceSpecification</a> Types to describe the price of an Offer, Invoice, etc.",,
"type","http://schema.org/Mosque",,"A mosque.","清真寺","清真寺"
"type","http://schema.org/Motel",,"A motel.
<br /><br />
See also the <a href=""/docs/hotels.html"">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>.","汽车旅馆","汽车旅馆"
"type","http://schema.org/MotorcycleDealer",,"A motorcycle dealer.","摩托车店","摩托车店"
"type","http://schema.org/MotorcycleRepair",,"A motorcycle repair shop.","摩托修理铺","摩托修理铺"
"type","http://schema.org/Mountain",,"A mountain, like Mount Whitney or Mount Everest.","山","山，比如 泰山，珠穆朗玛峰"
"type","http://schema.org/MoveAction",,"<p>The act of an agent relocating to a place.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/TransferAction"">TransferAction</a>: Unlike TransferAction, the subject of the move is a living Person or Organization rather than an inanimate object.</li>
</ul>
",,
"type","http://schema.org/Movie",,"A movie.","电影","电影"
"type","http://schema.org/MovieClip",,"A short segment/part of a movie.",,
"type","http://schema.org/MovieRentalStore",,"A movie rental store.","电影出租店","电影出租店"
"type","http://schema.org/MovieSeries",,"A series of movies. Included movies can be indicated with the hasPart property.",,
"type","http://schema.org/MovieTheater",,"A movie theater.","电影院","电影院"
"type","http://schema.org/MovingCompany",,"A moving company.","搬家公司","搬家公司"
"type","http://schema.org/Museum",,"A museum.","博物馆","博物馆"
"type","http://schema.org/MusicAlbum",,"A collection of music tracks.","乐集","音乐的集合"
"type","http://schema.org/MusicAlbumProductionType",,"Classification of the album by it's type of content: soundtrack, live album, studio album, etc.",,
"type","http://schema.org/MusicAlbumReleaseType",,"The kind of release which this album is: single, EP or album.",,
"type","http://schema.org/MusicComposition",,"A musical composition.",,
"type","http://schema.org/MusicEvent",,"Event type: Music event.","音乐事件","事件类型:音乐事件"
"type","http://schema.org/MusicGroup",,"A musical group, such as a band, an orchestra, or a choir. Can also be a solo musician.","音乐团体","音乐团体，比如流行乐队，交响乐团，也可以是一个单独的音乐家"
"type","http://schema.org/MusicPlaylist",,"A collection of music tracks in playlist form.","播放列表","音乐播放列表"
"type","http://schema.org/MusicRecording",,"A music recording (track), usually a single song.","音乐录音","音乐录音（一条音轨），通常是一首曲子"
"type","http://schema.org/MusicRelease",,"A MusicRelease is a specific release of a music album.",,
"type","http://schema.org/MusicReleaseFormatType",,"Format of this release (the type of recording media used, ie. compact disc, digital media, LP, etc.).",,
"type","http://schema.org/MusicStore",,"A music store.","音乐商店","音乐商店"
"type","http://schema.org/MusicVenue",,"A music venue.","音乐厅","音乐厅"
"type","http://schema.org/MusicVideoObject",,"A music video file.","MV对象","MV文件"
"type","http://schema.org/NGO",,"Organization: Non-governmental Organization.","NGO组织","一种机构类型:非政府组织"
"type","http://schema.org/NailSalon",,"A nail salon.","美甲店","美甲店"
"type","http://schema.org/NewsArticle",,"A news article.","新闻文章","新闻类的文章"
"type","http://schema.org/NightClub",,"A nightclub or discotheque.","夜总会","夜总会，夜店"
"type","http://schema.org/Notary",,"A notary.","公证人","公证人"
"type","http://schema.org/NoteDigitalDocument",,"A file containing a note, primarily for the author.",,
"type","http://schema.org/Number",,"Data type: Number.","数字","数据类型：数字"
"type","http://schema.org/NutritionInformation",,"Nutritional information about the recipe.","营养成分","营养信息"
"type","http://schema.org/OceanBodyOfWater",,"An ocean (for example, the Pacific).",,
"type","http://schema.org/Offer",,"An offer to transfer some rights to an item or to provide a service — for example, an offer to sell tickets to an event, to rent the DVD of a movie, to stream a TV show over the internet, to repair a motorcycle, or to loan a book.</p>

<p>For <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GTIN</a>-related fields, see <a href=""http://www.gs1.org/barcodes/support/check_digit_calculator"">Check Digit calculator</a> and <a href=""http://www.gs1us.org/resources/standards/gtin-validation-guide"">validation guide</a> from <a href=""http://www.gs1.org/"">GS1</a>.","要价","一个商品或服务的开价"
"type","http://schema.org/OfferCatalog",,"An OfferCatalog is an ItemList that contains related Offers and/or further OfferCatalogs that are offeredBy the same provider.",,
"type","http://schema.org/OfferItemCondition",,"A list of possible conditions for the item.","物品状态","枚举，商品的状态"
"type","http://schema.org/OfficeEquipmentStore",,"An office equipment store.","办公用品店","办公设备，用品商店"
"type","http://schema.org/OnDemandEvent",,"A publication event e.g. catch-up TV or radio podcast, during which a program is available on-demand.",,
"type","http://schema.org/OpeningHoursSpecification",,"A structured value providing information about the opening hours of a place or a certain service inside a place.</p>

<p>The place is <strong>open</strong> if the <a class=""localLink"" href=""http://schema.org/opens"">opens</a> property is specified, and <strong>closed</strong> otherwise.</p>

<p>If the value for the <a class=""localLink"" href=""http://schema.org/closes"">closes</a> property is less than the value for the <a class=""localLink"" href=""http://schema.org/opens"">opens</a> property then the hour range is assumed to span over the next day.","详细开放时间","一个结构化的值，说明一个地点或服务的开放或营业的时间"
"type","http://schema.org/Order",,"An order is a confirmation of a transaction (a receipt), which can contain multiple line items, each represented by an Offer that has been accepted by the customer.",,
"type","http://schema.org/OrderAction",,"An agent orders an object/product/service to be delivered/sent.",,
"type","http://schema.org/OrderItem",,"An order item is a line of an order. It includes the quantity and shipping details of a bought offer.",,
"type","http://schema.org/OrderStatus",,"Enumerated status values for Order.",,
"type","http://schema.org/Organization",,"An organization such as a school, NGO, corporation, club, etc.","机构","一切机构的基类，包括学校，NGO组织，企业，俱乐部等"
"type","http://schema.org/OrganizationRole",,"A subclass of Role used to describe roles within organizations.",,
"type","http://schema.org/OrganizeAction",,"The act of manipulating/administering/supervising/controlling one or more objects.",,
"type","http://schema.org/OutletStore",,"An outlet store.","工厂直销店","工厂直销店，奥特来斯"
"type","http://schema.org/OwnershipInfo",,"A structured value providing information about when a certain organization or person owned a certain product.","所有权信息","一个有结构的值，说明一个组织或商品的所有权"
"type","http://schema.org/PaintAction",,"The act of producing a painting, typically with paint and canvas as instruments.",,
"type","http://schema.org/Painting",,"A painting.","绘画","绘画"
"type","http://schema.org/ParcelDelivery",,"The delivery of a parcel either via the postal service or a commercial service.",,
"type","http://schema.org/ParcelService",,"<p>A private parcel service as the delivery mode available for a certain offer.</p>

<p>Commonly used values:</p>

<ul>
<li>http://purl.org/goodrelations/v1#DHL</li>
<li>http://purl.org/goodrelations/v1#FederalExpress</li>
<li>http://purl.org/goodrelations/v1#UPS</li>
</ul>
","快递服务","一种发货方式，通常有下面的值
	http://purl.org/goodrelations/v1#DHL		DHL快递
    http://purl.org/goodrelations/v1#FederalExpress		联邦快递
    http://purl.org/goodrelations/v1#UPS				UPS快递

		"
"type","http://schema.org/ParentAudience",,"A set of characteristics describing parents, who can be interested in viewing some content.","家长受众","受众类型，家长受众"
"type","http://schema.org/Park",,"A park.","公园","公园"
"type","http://schema.org/ParkingFacility",,"A parking lot or other parking facility.","停车场","各种停车的设施"
"type","http://schema.org/PawnShop",,"A shop that will buy, or lend money against the security of, personal possessions.","当铺","当铺"
"type","http://schema.org/PayAction",,"An agent pays a price to a participant.",,
"type","http://schema.org/PaymentCard",,"A payment method using a credit, debit, store or other card to associate the payment with an account.",,
"type","http://schema.org/PaymentChargeSpecification",,"The costs of settling the payment using a particular payment method.","详细支付费用","使用某种支付方式付出的费用"
"type","http://schema.org/PaymentMethod",,"<p>A payment method is a standardized procedure for transferring the monetary amount for a purchase. Payment methods are characterized by the legal and technical structures used, and by the organization or group carrying out the transaction.</p>

<p>Commonly used values:</p>

<ul>
<li>http://purl.org/goodrelations/v1#ByBankTransferInAdvance</li>
<li>http://purl.org/goodrelations/v1#ByInvoice</li>
<li>http://purl.org/goodrelations/v1#Cash</li>
<li>http://purl.org/goodrelations/v1#CheckInAdvance</li>
<li>http://purl.org/goodrelations/v1#COD</li>
<li>http://purl.org/goodrelations/v1#DirectDebit</li>
<li>http://purl.org/goodrelations/v1#GoogleCheckout</li>
<li>http://purl.org/goodrelations/v1#PayPal</li>
<li>http://purl.org/goodrelations/v1#PaySwarm</li>
</ul>
","支付方式","支付方式的枚举，通常有下面的取值：
	http://purl.org/goodrelations/v1#ByBankTransferInAdvance	银行转账预付款
    http://purl.org/goodrelations/v1#ByInvoice					发票
    http://purl.org/goodrelations/v1#Cash						现金
    http://purl.org/goodrelations/v1#CheckInAdvance				支票
    http://purl.org/goodrelations/v1#COD						货到付款
    http://purl.org/goodrelations/v1#DirectDebit				直接借记
    http://purl.org/goodrelations/v1#GoogleCheckout				谷歌支付				
    http://purl.org/goodrelations/v1#PayPal						贝宝支付
    http://purl.org/goodrelations/v1#PaySwarm					PaySwarm支付
		
			"
"type","http://schema.org/PaymentService",,"A Service to transfer funds from a person or organization to a beneficiary person or organization.",,
"type","http://schema.org/PaymentStatusType",,"A specific payment status. For example, PaymentDue, PaymentComplete, etc.",,
"type","http://schema.org/PeopleAudience",,"A set of characteristics belonging to people, e.g. who compose an item's target audience.","人民受众","具有人类特性的观众/受众"
"type","http://schema.org/PerformAction",,"The act of participating in performance arts.",,
"type","http://schema.org/PerformanceRole",,"A PerformanceRole is a Role that some entity places with regard to a theatrical performance, e.g. in a Movie, TVSeries etc.",,
"type","http://schema.org/PerformingArtsTheater",,"A theater or other performing art center.","戏剧院","戏曲等表演艺术的中心"
"type","http://schema.org/PerformingGroup",,"A performance group, such as a band, an orchestra, or a circus.","表演团","表演团体, 比如乐队，交响乐团 或 马戏团"
"type","http://schema.org/Periodical",,"A publication in any medium issued in successive parts bearing numerical or chronological designations and intended, such as a magazine, scholarly journal, or newspaper to continue indefinitely.</p>

<p>See also <a href=""http://blog.schema.org/2014/09/schemaorg-support-for-bibliographic_2.html"">blog post</a>.",,
"type","http://schema.org/Permit",,"A permit issued by an organization, e.g. a parking pass.",,
"type","http://schema.org/Person",,"A person (alive, dead, undead, or fictional).","人物","人物(包括 在世的，逝世的 或 虚构的) "
"type","http://schema.org/PetStore",,"A pet store.","人物","宠物商店"
"type","http://schema.org/Pharmacy",,"A pharmacy or drugstore.","药店","药房 或 药店"
"type","http://schema.org/Photograph",,"A photograph.","照片","照片"
"type","http://schema.org/PhotographAction",,"The act of capturing still images of objects using a camera.",,
"type","http://schema.org/Physician",,"A doctor's office.","诊室","诊室"
"type","http://schema.org/Place",,"Entities that have a somewhat fixed, physical extension.","地点","广泛意义上的一个地方"
"type","http://schema.org/PlaceOfWorship",,"Place of worship, such as a church, synagogue, or mosque.","宗教场所","泛指宗教场所，如寺庙，教堂，清真寺 等"
"type","http://schema.org/PlanAction",,"The act of planning the execution of an event/task/action/reservation/plan to a future date.",,
"type","http://schema.org/PlayAction",,"<p>The act of playing/exercising/training/performing for enjoyment, leisure, recreation, Competition or exercise.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/ListenAction"">ListenAction</a>: Unlike ListenAction (which is under ConsumeAction), PlayAction refers to performing for an audience or at an event, rather than consuming music.</li>
<li><a class=""localLink"" href=""http://schema.org/WatchAction"">WatchAction</a>: Unlike WatchAction (which is under ConsumeAction), PlayAction refers to showing/displaying for an audience or at an event, rather than consuming visual content.</li>
</ul>
",,
"type","http://schema.org/Playground",,"A playground.","操场","操场"
"type","http://schema.org/Plumber",,"A plumbing service.","水管工","水管工"
"type","http://schema.org/PoliceStation",,"A police station.","警察局","警察局 公安局"
"type","http://schema.org/Pond",,"A pond.","池塘","池塘"
"type","http://schema.org/PostOffice",,"A post office.","邮局","邮局"
"type","http://schema.org/PostalAddress",,"The mailing address.","邮寄地址","邮寄地址"
"type","http://schema.org/PrependAction",,"The act of inserting at the beginning if an ordered collection.",,
"type","http://schema.org/Preschool",,"A preschool.","幼儿园","幼儿园"
"type","http://schema.org/PresentationDigitalDocument",,"A file containing slides or used for a presentation.",,
"type","http://schema.org/PriceSpecification",,"A structured value representing a price or price range. Typically, only the subclasses of this type are used for markup. It is recommended to use <a class=""localLink"" href=""http://schema.org/MonetaryAmount"">MonetaryAmount</a> to describe independent amounts of money such as a salary, credit card limits, etc.","价格详情","结构化的价格详情"
"type","http://schema.org/Product",,"Any offered product or service. For example: a pair of shoes; a concert ticket; the rental of a car; a haircut; or an episode of a TV show streamed online.","产品","一切产品（通常是可出售的商品）的基类，比如一双鞋，音乐会门票或一辆车. 同样也包括服务，比如理发。"
"type","http://schema.org/ProductModel",,"A datasheet or vendor specification of a product (in the sense of a prototypical description).","产品型号","产品型号信息，通常以表格的形式"
"type","http://schema.org/ProfessionalService",,"Original definition: ""provider of professional services.""</p>

<p>The general <a class=""localLink"" href=""http://schema.org/ProfessionalService"">ProfessionalService</a> type for local businesses was deprecated due to confusion with <a class=""localLink"" href=""http://schema.org/Service"">Service</a>. For reference, the types that it included were: <a class=""localLink"" href=""http://schema.org/Dentist"">Dentist</a>,
        <a class=""localLink"" href=""http://schema.org/AccountingService"">AccountingService</a>, <a class=""localLink"" href=""http://schema.org/Attorney"">Attorney</a>, <a class=""localLink"" href=""http://schema.org/Notary"">Notary</a>, as well as types for several kinds of <a class=""localLink"" href=""http://schema.org/HomeAndConstructionBusiness"">HomeAndConstructionBusiness</a>: <a class=""localLink"" href=""http://schema.org/Electrician"">Electrician</a>, <a class=""localLink"" href=""http://schema.org/GeneralContractor"">GeneralContractor</a>,
        <a class=""localLink"" href=""http://schema.org/HousePainter"">HousePainter</a>, <a class=""localLink"" href=""http://schema.org/Locksmith"">Locksmith</a>, <a class=""localLink"" href=""http://schema.org/Plumber"">Plumber</a>, <a class=""localLink"" href=""http://schema.org/RoofingContractor"">RoofingContractor</a>. <a class=""localLink"" href=""http://schema.org/LegalService"">LegalService</a> was introduced as a more inclusive supertype of <a class=""localLink"" href=""http://schema.org/Attorney"">Attorney</a>.","专业性服务","具有一定专业性的服务提供者"
"type","http://schema.org/ProfilePage",,"Web page type: Profile page.","注册信息页","网页类型，注册信息页"
"type","http://schema.org/ProgramMembership",,"Used to describe membership in a loyalty programs (e.g. ""StarAliance""), traveler clubs (e.g. ""AAA""), purchase clubs (""Safeway Club""), etc.",,
"type","http://schema.org/PropertyValue",,"A property-value pair, e.g. representing a feature of a product or place. Use the 'name' property for the name of the property. If there is an additional human-readable version of the value, put that into the 'description' property.</p>

<p>Always use specific schema.org properties when a) they exist and b) you can populate them. Using PropertyValue as a substitute will typically not trigger the same effect as using the original, specific property.",,
"type","http://schema.org/PropertyValueSpecification",,"A Property value specification.",,
"type","http://schema.org/PublicSwimmingPool",,"A public swimming pool.","公共泳池","对公共开放的泳池"
"type","http://schema.org/PublicationEvent",,"A PublicationEvent corresponds indifferently to the event of publication for a CreativeWork of any type e.g. a broadcast event, an on-demand event, a book/journal publication via a variety of delivery media.",,
"type","http://schema.org/PublicationIssue",,"A part of a successively published publication such as a periodical or publication volume, often numbered, usually containing a grouping of works such as articles.</p>

<p><a href=""http://blog.schema.org/2014/09/schemaorg-support-for-bibliographic_2.html"">blog post</a>.",,
"type","http://schema.org/PublicationVolume",,"<p>A part of a successively published publication such as a periodical or multi-volume work, often numbered. It may represent a time span, such as a year.</p>

<pre><code>  &lt;br/&gt;&lt;br/&gt;See also &lt;a href=""http://blog.schema.org/2014/09/schemaorg-support-for-bibliographic_2.html""&gt;blog post&lt;/a&gt;.
</code></pre>
",,
"type","http://schema.org/QAPage",,"A QAPage is a WebPage focussed on a specific Question and its Answer(s), e.g. in a question answering site or documenting Frequently Asked Questions (FAQs).",,
"type","http://schema.org/QualitativeValue",,"A predefined value for a product characteristic, e.g. the power cord plug type 'US' or the garment sizes 'S', 'M', 'L', and 'XL'.","尺码","提前定制的尺寸规格，比如 电源线插座规格 ""US"" 或 服装尺码""S"", ""M"", ""L"", and ""XL"""
"type","http://schema.org/QuantitativeValue",,"A point value or interval for product characteristics and other purposes.","规格值","说明产品规格特点的数值"
"type","http://schema.org/Quantity",,"Quantities such as distance, time, mass, weight, etc. Particular instances of say Mass are entities like '3 Kg' or '4 milligrams'.","量","数量 或 容量，如，距离，重量，体积，时间等，通常使用量词如 3 Kg' or '4 毫克'."
"type","http://schema.org/Question",,"A specific question - e.g. from a user seeking answers online, or collected in a Frequently Asked Questions (FAQ) document.",,
"type","http://schema.org/QuoteAction",,"An agent quotes/estimates/appraises an object/product/service with a price at a location/store.",,
"type","http://schema.org/RVPark",,"A place offering space for ""Recreational Vehicles"", Caravans, mobile homes and the like.","房车营地","房车营地"
"type","http://schema.org/RadioChannel",,"A unique instance of a radio BroadcastService on a CableOrSatelliteService lineup.",,
"type","http://schema.org/RadioClip",,"A short radio program or a segment/part of a radio program.",,
"type","http://schema.org/RadioEpisode",,"A radio episode which can be part of a series or season.",,
"type","http://schema.org/RadioSeason",,"Season dedicated to radio broadcast and associated online delivery.",,
"type","http://schema.org/RadioSeries",,"CreativeWorkSeries dedicated to radio broadcast and associated online delivery.",,
"type","http://schema.org/RadioStation",,"A radio station.","广播站","广播站"
"type","http://schema.org/Rating",,"A rating is an evaluation on a numeric scale, such as 1 to 5 stars.",,"对一个事物的评分或评级"
"type","http://schema.org/ReactAction",,"The act of responding instinctively and emotionally to an object, expressing a sentiment.",,
"type","http://schema.org/ReadAction",,"The act of consuming written content.",,
"type","http://schema.org/RealEstateAgent",,"A real-estate agent.","房产中介","房产中介"
"type","http://schema.org/ReceiveAction",,"<p>The act of physically/electronically taking delivery of an object thathas been transferred from an origin to a destination. Reciprocal of SendAction.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/SendAction"">SendAction</a>: The reciprocal of ReceiveAction.</li>
<li><a class=""localLink"" href=""http://schema.org/TakeAction"">TakeAction</a>: Unlike TakeAction, ReceiveAction does not imply that the ownership has been transfered (e.g. I can receive a package, but it does not mean the package is now mine).</li>
</ul>
",,
"type","http://schema.org/Recipe",,"A recipe. For dietary restrictions covered by the recipe, a few common restrictions are enumerated via <a class=""localLink"" href=""http://schema.org/suitableForDiet"">suitableForDiet</a>. The <a class=""localLink"" href=""http://schema.org/keywords"">keywords</a> property can also be used to add more detail.","食谱","食谱"
"type","http://schema.org/RecyclingCenter",,"A recycling center.","回收站","回收站"
"type","http://schema.org/RegisterAction",,"<p>The act of registering to be a user of a service, product or web page.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/JoinAction"">JoinAction</a>: Unlike JoinAction, RegisterAction implies you are registering to be a user of a service, <em>not</em> a group/team of people.</li>
<li>[FollowAction]]: Unlike FollowAction, RegisterAction doesn't imply that the agent is expecting to poll for updates from the object.</li>
<li><a class=""localLink"" href=""http://schema.org/SubscribeAction"">SubscribeAction</a>: Unlike SubscribeAction, RegisterAction doesn't imply that the agent is expecting updates from the object.</li>
</ul>
",,
"type","http://schema.org/RejectAction",,"<p>The act of rejecting to/adopting an object.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/AcceptAction"">AcceptAction</a>: The antonym of RejectAction.</li>
</ul>
",,
"type","http://schema.org/RentAction",,"The act of giving money in return for temporary use, but not ownership, of an object such as a vehicle or property. For example, an agent rents a property from a landlord in exchange for a periodic payment.",,
"type","http://schema.org/RentalCarReservation",,"A reservation for a rental car.</p>

<p>Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations.",,
"type","http://schema.org/ReplaceAction",,"The act of editing a recipient by replacing an old object with a new object.",,
"type","http://schema.org/ReplyAction",,"<p>The act of responding to a question/message asked/sent by the object. Related to <a class=""localLink"" href=""http://schema.org/AskAction"">AskAction</a></p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/AskAction"">AskAction</a>: Appears generally as an origin of a ReplyAction.</li>
</ul>
",,
"type","http://schema.org/Report",,"A Report generated by governmental or non-governmental organization.",,
"type","http://schema.org/Reservation",,"Describes a reservation for travel, dining or an event. Some reservations require tickets. </p>

<p>Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations. For offers of tickets, restaurant reservations, flights, or rental cars, use <a class=""localLink"" href=""http://schema.org/Offer"">Offer</a>.",,
"type","http://schema.org/ReservationPackage",,"A group of multiple reservations with common values for all sub-reservations.",,
"type","http://schema.org/ReservationStatusType",,"Enumerated status values for Reservation.",,
"type","http://schema.org/ReserveAction",,"<p>Reserving a concrete object.</p>

<p>Related actions:</p>

<ul>
<li><a class=""localLink"" href=""http://schema.org/ScheduleAction"">ScheduleAction</a></a>: Unlike ScheduleAction, ReserveAction reserves concrete objects (e.g. a table, a hotel) towards a time slot / spatial allocation.</li>
</ul>
",,
"type","http://schema.org/Reservoir",,"A reservoir of water, typically an artificially created lake, like the Lake Kariba reservoir.","水库","水库"
